image_name,M1_tx_mm,M1_ty_mm,M1_tz_mm,M2_tx_mm,M2_ty_mm,M2_tz_mm,tx_rel_mm,ty_rel_mm,tz_rel_mm,distance_mm,error_mm,qx_rel,qy_rel,qz_rel,qw_rel,elapsed_time_s
Basler_acA2040-35gm__23324651__20250612_171533954_0058.tiff,18.7338,-67.8806,895.76,-95.3972,42.4094,900.599,-111.282,-113.129,5.59552,158.787,3.22308,0.706695,0.0068258,0.002063,0.707483,0.0643766
Basler_acA2040-35gm__23324651__20250612_171533954_0059.tiff,18.7338,-67.8806,895.76,-95.3972,42.4094,900.599,-111.282,-113.129,5.59552,158.787,3.22308,0.706695,0.0068258,0.002063,0.707483,0.0559785
Basler_acA2040-35gm__23324651__20250612_171533954_0060.tiff,18.7354,-67.8806,895.778,-95.3968,42.4121,900.598,-111.282,-113.134,5.55717,158.789,3.22524,0.706693,0.00692211,0.00218602,0.707484,0.0574289
Basler_acA2040-35gm__23324651__20250612_171533954_0061.tiff,18.7317,-67.8843,895.786,-95.3995,42.4076,900.592,-111.284,-113.133,5.49238,158.787,3.22362,0.7067,0.00691766,0.00194263,0.707477,0.0583922
Basler_acA2040-35gm__23324651__20250612_171533954_0062.tiff,18.7317,-67.8843,895.786,-95.3995,42.4076,900.592,-111.284,-113.133,5.49238,158.787,3.22362,0.7067,0.00691766,0.00194263,0.707477,0.060607
Basler_acA2040-35gm__23324651__20250612_171533954_0063.tiff,18.7333,-67.8798,895.764,-95.3993,42.4121,900.62,-111.282,-113.131,5.63587,158.79,3.22615,0.706715,0.00710344,0.00207769,0.707459,0.0655874
Basler_acA2040-35gm__23324651__20250612_171533954_0064.tiff,18.7333,-67.8798,895.764,-95.3993,42.4121,900.62,-111.282,-113.131,5.63587,158.79,3.22615,0.706715,0.00710344,0.00207769,0.707459,0.0568368
Basler_acA2040-35gm__23324651__20250612_171533954_0065.tiff,18.7351,-67.8794,895.765,-95.3958,42.4115,900.604,-111.284,-113.13,5.56454,158.787,3.22373,0.706708,0.00700088,0.00193083,0.707468,0.0560909
Basler_acA2040-35gm__23324651__20250612_171533954_0066.tiff,18.7333,-67.8849,895.765,-95.3985,42.4075,900.603,-111.288,-113.132,5.46793,158.789,3.22536,0.706716,0.00680043,0.00171834,0.707463,0.0557397
Basler_acA2040-35gm__23324651__20250612_171533954_0067.tiff,18.7338,-67.8834,895.753,-95.3984,42.4067,900.603,-111.28,-113.132,5.60392,158.788,3.22432,0.706694,0.00690995,0.00202752,0.707483,0.0577399
Basler_acA2040-35gm__23324651__20250612_171533954_0068.tiff,18.7337,-67.8819,895.776,-95.3971,42.4112,900.597,-111.28,-113.132,5.62002,158.788,3.22452,0.706679,0.00686345,0.00234419,0.707497,0.0599267
Basler_acA2040-35gm__23324651__20250612_171533954_0069.tiff,18.7337,-67.8819,895.776,-95.3971,42.4112,900.597,-111.28,-113.132,5.62002,158.788,3.22452,0.706679,0.00686345,0.00234419,0.707497,0.0574246
Basler_acA2040-35gm__23324651__20250612_171533954_0070.tiff,18.7352,-67.8798,895.794,-95.3989,42.4154,900.61,-111.29,-113.133,5.50222,158.792,3.22832,0.706701,0.00688511,0.00187234,0.707476,0.0578976
Basler_acA2040-35gm__23324651__20250612_171533954_0071.tiff,18.735,-67.8831,895.776,-95.3983,42.4109,900.613,-111.288,-113.131,5.57584,158.791,3.22746,0.706709,0.00681228,0.00203703,0.707469,0.0576895
Basler_acA2040-35gm__23324651__20250612_171533954_0072.tiff,18.7369,-67.8832,895.782,-95.3953,42.4073,900.591,-111.282,-113.13,5.59189,158.787,3.22343,0.706696,0.00683242,0.00227871,0.707481,0.0572172
Basler_acA2040-35gm__23324651__20250612_171533954_0073.tiff,18.7342,-67.8845,895.78,-95.3965,42.4079,900.589,-111.287,-113.128,5.52484,158.787,3.22365,0.706707,0.00703359,0.00210139,0.707468,0.0580995
