pair,marker,sample_idx,dist1_mm,dist2_mm,delta_mm,true_mm,error_mm
0_-10,1,82,887.9886151934663,988.2350161927476,100.24640099928126,100,0.24640099928126347
0_-10,1,83,887.9879343929173,988.2350161927476,100.24708179983031,100,0.24708179983031187
0_-10,1,84,888.0790711185632,988.1130510517407,100.03397993317753,100,0.033979933177533894
0_-10,1,85,888.0790711185632,988.1708725023724,100.09180138380918,100,0.09180138380918379
0_-10,1,86,888.0843751115825,988.165535447847,100.08116033626447,100,0.08116033626447461
0_-10,1,87,887.9697346335628,988.165535447847,100.19580081428421,100,0.1958008142842118
0_-10,1,88,887.9472402258875,988.1015158462666,100.15427562037905,100,0.15427562037905318
0_-10,1,89,887.9472402258875,988.2105756787113,100.26333545282375,100,0.26333545282375326
0_-10,1,90,888.0480725854261,988.0458738049058,99.9978012194797,100,0.0021987805203025346
0_-10,1,91,888.0588323989633,988.0458738049058,99.98704140594248,100,0.012958594057522532
0_-10,1,92,888.0308938991818,988.0408169045295,100.00992300534767,100,0.009923005347673097
0_-10,1,93,888.0431932506717,988.1874260592067,100.14423280853498,100,0.14423280853498
0_-10,1,94,888.0431932506717,988.1001938181421,100.05700056747037,100,0.05700056747036797
0_-10,1,95,888.0046732415151,988.1001938181421,100.095520576627,100,0.09552057662699553
0_-10,1,96,887.9978797048842,988.0894704443773,100.09159073949309,100,0.0915907394930855
0_-10,1,97,888.0632728275502,988.132930470754,100.06965764320375,100,0.06965764320375456
0_-10,1,98,888.0632728275502,988.195094631976,100.13182180442573,100,0.13182180442572644
0_-10,1,99,888.0084827748439,988.195094631976,100.1866118571321,100,0.1866118571321067
0_-10,1,100,888.0318448425484,987.9550169338177,99.9231720912693,100,0.07682790873070644
0_-10,2,1,894.4694245888173,994.4168952026156,99.94747061379826,100,0.052529386201740635
0_-10,2,2,894.4694245888173,994.5400146852061,100.07059009638874,100,0.07059009638874159
0_-10,2,3,894.4266706103357,994.5400146852061,100.11334407487038,100,0.11334407487038334
0_-10,2,4,894.4266706103357,994.5731703034473,100.14649969311165,100,0.14649969311165023
0_-10,2,5,894.445444115794,994.5756519848051,100.13020786901109,100,0.1302078690110875
0_-10,2,6,894.3991820095767,994.4021426873636,100.00296067778686,100,0.002960677786859378
0_-10,2,7,894.3606783013495,994.4021426873636,100.04146438601413,100,0.04146438601412683
0_-10,2,8,894.4296662456865,994.4021426873636,99.97247644167714,100,0.027523558322855024
0_-10,2,9,894.374035274124,994.6289983483541,100.25496307423009,100,0.25496307423009057
0_-10,2,10,894.374035274124,994.507500529086,100.13346525496195,100,0.13346525496194772
0_-10,2,11,894.4409514081352,994.507500529086,100.06654912095075,100,0.0665491209507536
0_-10,2,12,894.4310475501619,994.4681656846136,100.0371181344517,100,0.037118134451702645
0_-10,2,13,894.3992998030409,994.4732976012427,100.07399779820184,100,0.07399779820184449
0_-10,2,14,894.4055335718804,994.4533808107849,100.04784723890452,100,0.04784723890452369
0_-10,2,15,894.4055335718804,994.4533808107849,100.04784723890452,100,0.04784723890452369
0_-10,2,16,894.4341492930489,994.5316666209527,100.0975173279038,100,0.09751732790380174
