pair,marker,sample_idx,dist1_mm,dist2_mm,delta_mm,true_mm,error_mm
0_+10,1,89,875.7060922694934,776.7798355165385,98.92625675295494,100,1.0737432470450585
0_+10,1,90,875.8014442438903,776.7798355165385,99.0216087273518,100,0.9783912726481958
0_+10,1,91,875.7696086412778,776.8396853209226,98.92992332035521,100,1.0700766796447851
0_+10,1,92,875.808932305994,776.7958875926638,99.01304471333015,100,0.9869552866698541
0_+10,1,93,875.7748200326139,776.7998366664109,98.97498336620299,100,1.0250166337970086
0_+10,1,94,875.7748200326139,776.7998366664109,98.97498336620299,100,1.0250166337970086
0_+10,1,95,875.6813925698818,776.6772770104036,99.00411555947824,100,0.9958844405217633
0_+10,1,96,875.656944757234,776.7422089067104,98.91473585052358,100,1.0852641494764157
0_+10,1,97,875.5545912095115,776.7422089067104,98.8123823028011,100,1.1876176971989025
0_+10,1,98,875.5545912095115,776.7248983044616,98.82969290504991,100,1.1703070949500898
0_+10,1,99,875.6937985447655,776.7962409360746,98.89755760869093,100,1.1024423913090686
0_+10,1,100,875.6651890700391,776.8340019770193,98.83118709301982,100,1.168812906980179
0_+10,2,1,879.3563137493197,780.7725371397497,98.58377660957001,100,1.416223390429991
0_+10,2,2,879.3563137493197,780.7725371397497,98.58377660957001,100,1.416223390429991
0_+10,2,3,879.3069986598459,780.8843856297555,98.42261303009047,100,1.5773869699095258
0_+10,2,4,879.3069986598459,780.8843856297555,98.42261303009047,100,1.5773869699095258
0_+10,2,5,879.3915495407354,780.876922503326,98.51462703740935,100,1.4853729625906453
0_+10,2,6,879.3315302674853,780.9027950266972,98.42873524078811,100,1.5712647592118856
0_+10,2,7,879.4739399149686,780.7904026549246,98.68353726004398,100,1.3164627399560231
0_+10,2,8,879.3278406990945,780.7334939671673,98.5943467319272,100,1.405653268072797
0_+10,2,9,879.4687446810952,780.7199517464313,98.74879293466392,100,1.2512070653360752
0_+10,2,10,879.4687446810952,780.7199517464313,98.74879293466392,100,1.2512070653360752
0_+10,2,11,879.1437639780543,780.8135600884912,98.33020388956311,100,1.6697961104368915
0_+10,2,12,879.2121286274366,780.8135600884912,98.39856853894548,100,1.601431461054517
0_+10,2,13,879.2740124969176,780.7184744199653,98.5555380769523,100,1.4444619230476974
0_+10,2,14,879.2301474675825,780.7392259257326,98.49092154184984,100,1.5090784581501566
0_+10,2,15,879.2301474675825,780.8500940546212,98.38005341296127,100,1.6199465870387257
0_+10,2,16,879.5605477160888,780.8019439314847,98.75860378460402,100,1.24139621539598
0_+10,2,17,879.2945905894147,780.7514450612323,98.54314552818244,100,1.4568544718175644
0_+10,2,18,879.2945905894147,780.7514450612323,98.54314552818244,100,1.4568544718175644
0_+10,2,19,879.3259058566168,780.8970885451462,98.42881731147065,100,1.5711826885293476
0_+10,2,20,879.3720124842642,780.8263071413028,98.54570534296147,100,1.4542946570385311
0_+10,2,21,879.3720124842642,780.8263071413028,98.54570534296147,100,1.4542946570385311
0_+10,2,22,879.3685609829354,780.6826425523137,98.68591843062165,100,1.3140815693783452
0_+10,2,23,879.3853322859601,780.6171879067449,98.76814437921519,100,1.2318556207848133
0_+10,2,24,879.3853322859601,780.6171879067449,98.76814437921519,100,1.2318556207848133
0_+10,2,25,879.4259179775772,780.8270042671642,98.59891371041306,100,1.4010862895869423
0_+10,2,26,879.4259179775772,780.8270042671642,98.59891371041306,100,1.4010862895869423
0_+10,2,27,879.2665295912826,780.747072250179,98.51945734110359,100,1.480542658896411
0_+10,2,28,879.2665295912826,780.9153060707871,98.35122352049552,100,1.6487764795044768
0_+10,2,29,879.3114081626884,780.79947110482,98.51193705786841,100,1.4880629421315916
0_+10,2,30,879.0557874085135,780.79947110482,98.25631630369355,100,1.743683696306448
0_+10,2,31,879.3252192217561,780.748993286029,98.57622593572717,100,1.423774064272834
0_+10,2,32,879.4374264025121,780.9908070382039,98.44661936430816,100,1.5533806356918376
0_+10,2,33,879.2685863742764,780.8065103987303,98.4620759755461,100,1.5379240244539005
0_+10,2,34,879.2685863742764,780.8065103987303,98.4620759755461,100,1.5379240244539005
0_+10,2,35,879.5446286641663,780.9046320075119,98.63999665665449,100,1.360003343345511
0_+10,2,36,879.3639695617336,780.8708727212543,98.49309684047932,100,1.5069031595206752
0_+10,2,37,879.3023602245214,780.8151041671293,98.48725605739207,100,1.5127439426079263
0_+10,2,38,879.3023602245214,780.9257066235256,98.37665360099584,100,1.6233463990041628
0_+10,2,39,879.3432486499604,780.9257066235256,98.41754202643483,100,1.5824579735651696
0_+10,2,40,879.3385021709277,780.7983300167945,98.54017215413319,100,1.459827845866812
0_+10,2,41,879.3385021709277,780.8488223873944,98.48967978353323,100,1.5103202164667664
0_+10,2,42,879.3625157682237,780.8488223873944,98.5136933808293,100,1.4863066191707048
0_+10,2,43,879.345492528206,780.8518426711825,98.49364985702357,100,1.50635014297643
0_+10,2,44,879.4119016661372,780.8518426711825,98.56005899495472,100,1.4399410050452843
0_+10,2,45,879.4032160780158,780.8047196723793,98.59849640563652,100,1.4015035943634757
0_+10,2,46,879.4032160780158,780.8047196723793,98.59849640563652,100,1.4015035943634757
0_+10,2,47,879.4847461002996,780.9260552774405,98.55869082285915,100,1.4413091771408517
0_+10,2,48,879.3296998056547,780.8475413566287,98.48215844902609,100,1.5178415509739125
0_+10,2,49,879.2397103497267,780.8293372763611,98.41037307336558,100,1.5896269266344234
0_+10,2,50,879.2397103497267,780.8293372763611,98.41037307336558,100,1.5896269266344234
0_+10,2,51,879.2206490612947,780.9284354393864,98.29221362190833,100,1.7077863780916687
0_+10,2,52,879.3878738436377,780.8234189466781,98.56445489695966,100,1.43554510304034
0_+10,2,53,879.3878738436377,780.776232054925,98.61164178871275,100,1.3883582112872546
0_+10,2,54,879.4596930377671,780.776232054925,98.68346098284212,100,1.3165390171578792
0_+10,2,55,879.3392700758693,780.8280688913544,98.5112011845149,100,1.4887988154850973
0_+10,2,56,879.241910546982,780.8121453712388,98.42976517574323,100,1.5702348242567723
0_+10,2,57,879.2794456681034,780.7757849053645,98.50366076273895,100,1.4963392372610542
0_+10,2,58,879.2794456681034,780.7757849053645,98.50366076273895,100,1.4963392372610542
0_+10,2,59,879.4255959565984,780.7835916259954,98.64200433060296,100,1.3579956693970416
0_+10,2,60,879.1562182068794,780.7835916259954,98.372626580884,100,1.6273734191159974
0_+10,2,61,879.3355146604054,780.9612366149994,98.37427804540596,100,1.6257219545940416
0_+10,2,62,879.3355146604054,780.9612366149994,98.37427804540596,100,1.6257219545940416
0_+10,2,63,879.1855063340236,780.7873212678882,98.3981850661354,100,1.6018149338646026
0_+10,2,64,879.1855063340236,780.7372906404262,98.44821569359738,100,1.5517843064026238
0_+10,2,65,879.2009699030215,780.7768012170764,98.42416868594512,100,1.5758313140548807
0_+10,2,66,879.5230035780179,780.7040506302435,98.81895294777439,100,1.1810470522256082
0_+10,2,67,879.3177514620075,780.7040506302435,98.61370083176405,100,1.3862991682359507
0_+10,2,68,879.2879623585745,780.8935044665828,98.39445789199169,100,1.6055421080083079
0_+10,2,69,879.3528492414548,780.8362007046912,98.51664853676357,100,1.4833514632364313
0_+10,2,70,879.3528492414548,780.8362007046912,98.51664853676357,100,1.4833514632364313
0_+10,2,71,879.3579494924944,780.9516123767957,98.40633711569876,100,1.5936628843012386
0_+10,2,72,879.2799914193673,780.904468603365,98.37552281600233,100,1.6244771839976693
0_+10,2,73,879.2204610835328,780.8205702705303,98.39989081300246,100,1.6001091869975426
0_+10,2,74,879.1441542054619,780.8205702705303,98.32358393493155,100,1.6764160650684516
0_+10,2,75,879.1441542054619,780.9549606828328,98.18919352262901,100,1.8108064773709884
0_+10,2,76,879.1680596964945,780.7986572290224,98.36940246747213,100,1.6305975325278723
0_+10,2,77,879.1680596964945,780.9829413656846,98.18511833080993,100,1.814881669190072
0_+10,2,78,879.3175974750197,780.9829413656846,98.33465610933513,100,1.6653438906648717
0_+10,2,79,879.4174240538093,780.8258268097632,98.59159724404617,100,1.40840275595383
0_+10,2,80,879.3425609062434,780.9307197303153,98.41184117592809,100,1.5881588240719111
0_+10,2,81,879.3201918072923,780.8725107583319,98.44768104896036,100,1.5523189510396378
0_+10,2,82,879.3201918072923,780.6342458874229,98.68594591986937,100,1.3140540801306315
0_+10,2,83,879.1739963931387,780.6342458874229,98.5397505057158,100,1.4602494942841986
0_+10,2,84,879.3593403500821,780.6901525290169,98.66918782106518,100,1.3308121789348206
0_+10,2,85,879.3593403500821,780.8250676710962,98.53427267898587,100,1.4657273210141284
0_+10,2,86,879.6108008420649,780.8250676710962,98.78573317096868,100,1.2142668290313168
0_+10,2,87,879.3150463297188,780.8315312346091,98.48351509510974,100,1.5164849048902624
0_+10,2,88,879.1923308780401,780.8387122746342,98.35361860340595,100,1.6463813965940517
0_+10,2,89,879.1923308780401,780.8240502281928,98.36828064984729,100,1.6317193501527072
0_+10,2,90,879.2713390075669,780.8240502281928,98.44728877937405,100,1.5527112206259517
0_+10,2,91,879.3894219375361,780.8745723684398,98.51484956909633,100,1.4851504309036727
0_+10,2,92,879.2461102915764,780.849361152641,98.39674913893543,100,1.6032508610645664
0_+10,2,93,879.2212926199717,780.9291334360184,98.29215918395323,100,1.7078408160467689
0_+10,2,94,879.2212926199717,780.9291334360184,98.29215918395323,100,1.7078408160467689
0_+10,2,95,879.1153704516424,780.8924915907465,98.22287886089589,100,1.7771211391041106
0_+10,2,96,879.4279662765302,780.8820655051063,98.54590077142393,100,1.4540992285760694
0_+10,2,97,879.3272874804029,780.8820655051063,98.44522197529659,100,1.5547780247034098
0_+10,2,98,879.3272874804029,780.9259873549366,98.40130012546626,100,1.598699874533736
0_+10,2,99,879.102479933334,780.876034531155,98.22644540217902,100,1.7735545978209757
0_+10,2,100,879.350064801871,780.8039352432182,98.54612955865275,100,1.4538704413472487
0_-10,1,1,875.7609490827718,974.9317047674979,99.17075568472603,100,0.8292443152739679
0_-10,1,2,875.7609490827718,974.4046113593752,98.64366227660332,100,1.3563377233966776
0_-10,1,3,875.6923596804338,974.4046113593752,98.71225167894136,100,1.2877483210586433
0_-10,1,4,875.6923596804338,974.9016080824076,99.20924840197381,100,0.7907515980261905
0_-10,1,5,875.9156184759354,975.0636093908414,99.14799091490602,100,0.8520090850939823
0_-10,1,6,875.7413977678773,974.8243191714434,99.08292140356616,100,0.9170785964338393
0_-10,1,7,875.7693383572396,974.8243191714434,99.05498081420387,100,0.9450191857961272
0_-10,1,8,875.661471707986,974.8243191714434,99.16284746345741,100,0.8371525365425896
0_-10,1,9,875.7187887274487,975.0020912363851,99.28330250893646,100,0.7166974910635417
0_-10,1,10,875.7187887274487,974.7944009200819,99.07561219263323,100,0.9243878073667702
0_-10,1,11,876.010318090096,974.7944009200819,98.78408282998589,100,1.2159171700141087
0_-10,1,12,875.5064417474139,975.0168334961671,99.51039174875325,100,0.4896082512467501
0_-10,1,13,875.7266802584558,974.946894433882,99.22021417542624,100,0.7797858245737643
0_-10,1,14,875.8422995554376,975.0793475166404,99.23704796120273,100,0.7629520387972661
0_-10,1,15,875.8422995554376,975.0793475166404,99.23704796120273,100,0.7629520387972661
0_-10,1,16,875.764140736199,974.9235343695921,99.15939363339305,100,0.8406063666069485
0_-10,1,17,875.7192966080303,974.7866532063109,99.06735659828064,100,0.9326434017193606
0_-10,1,18,875.7192966080303,975.2469088151211,99.52761220709078,100,0.47238779290921684
0_-10,1,19,875.7562163383838,975.2469088151211,99.49069247673731,100,0.5093075232626916
0_-10,1,20,875.8551377289505,974.8712386250464,99.01610089609596,100,0.9838991039040366
0_-10,1,21,875.8551377289505,974.7145316289026,98.85939389995212,100,1.1406061000478758
0_-10,1,22,875.6904076603864,974.7145316289026,99.02412396851616,100,0.9758760314838355
0_-10,1,23,875.7604170997151,974.7851044080154,99.02468730830026,100,0.9753126916997417
0_-10,1,24,875.7604170997151,974.855955643472,99.0955385437569,100,0.9044614562430979
0_-10,1,25,875.6610739680901,974.9600299715161,99.29895600342593,100,0.7010439965740716
0_-10,1,26,875.6610739680901,974.8400669328724,99.17899296478231,100,0.8210070352176899
0_-10,1,27,875.4567290267956,974.8400669328724,99.3833379060768,100,0.6166620939231962
0_-10,1,28,875.4567290267956,975.0913001459988,99.6345711192032,100,0.3654288807967987
0_-10,1,29,875.6165543799073,974.9603699062956,99.34381552638831,100,0.6561844736116882
0_-10,1,30,875.7046678400527,975.0173485493928,99.31268070934004,100,0.687319290659957
0_-10,1,31,875.6269021411572,975.0173485493928,99.39044640823556,100,0.6095535917644384
0_-10,1,32,875.6418738494447,974.884865059653,99.24299121020829,100,0.7570087897917119
0_-10,1,33,876.0708327866951,974.9907733833609,98.91994059666581,100,1.0800594033341895
0_-10,1,34,876.0708327866951,974.9564356157663,98.88560282907122,100,1.1143971709287825
0_-10,1,35,875.8434544692224,974.9564356157663,99.11298114654392,100,0.8870188534560839
0_-10,1,36,875.6052635767433,974.9483980377596,99.34313446101635,100,0.6568655389836522
0_-10,1,37,875.5660480082364,974.9226299236246,99.35658191538823,100,0.643418084611767
0_-10,1,38,875.5660480082364,975.1291136208022,99.56306561256577,100,0.43693438743423485
0_-10,1,39,875.8535017877729,975.1291136208022,99.2756118330293,100,0.724388166970698
0_-10,1,40,875.8040166985817,975.0098470525343,99.20583035395259,100,0.7941696460474077
0_-10,1,41,875.8040166985817,974.9887006800957,99.18468398151401,100,0.8153160184859871
0_-10,1,42,875.7806399401078,974.9887006800957,99.2080607399879,100,0.7919392600121
0_-10,1,43,875.8947747006125,975.0557586358326,99.16098393522009,100,0.8390160647799121
0_-10,1,44,875.7632135569378,974.9002186720232,99.13700511508546,100,0.8629948849145421
0_-10,1,45,875.5613187554018,975.1344655763069,99.5731468209051,100,0.4268531790949055
0_-10,1,46,875.5613187554018,975.1344655763069,99.5731468209051,100,0.4268531790949055
0_-10,1,47,875.7572996623458,974.82834257789,99.07104291554424,100,0.9289570844557602
0_-10,1,48,875.805537363022,974.9624292461856,99.15689188316355,100,0.8431081168364472
0_-10,1,49,875.8591450525436,974.9176536199509,99.05850856740733,100,0.9414914325926702
0_-10,1,50,875.8591450525436,975.0058470166454,99.1467019641018,100,0.8532980358982059
0_-10,1,51,875.7507529986727,975.0058470166454,99.25509401797262,100,0.744905982027376
0_-10,1,52,875.8062015811224,974.9103328337594,99.10413125263699,100,0.8958687473630107
0_-10,1,53,875.8062015811224,974.9929182393191,99.1867166581967,100,0.8132833418032988
0_-10,1,54,875.696294876644,974.9997465810064,99.30345170436249,100,0.6965482956375126
0_-10,1,55,875.5433456746078,974.9997465810064,99.45640090639858,100,0.543599093601415
0_-10,1,56,875.5099978003935,974.9503112541718,99.44031345377823,100,0.5596865462217693
0_-10,1,57,875.7748501812515,975.0329628702046,99.25811268895313,100,0.7418873110468667
0_-10,1,58,875.7748501812515,974.7505040271067,98.97565384585516,100,1.0243461541448369
0_-10,1,59,875.9011495568385,974.7505040271067,98.84935447026817,100,1.1506455297318325
0_-10,1,60,875.7262329341802,975.1321510049021,99.4059180707219,100,0.5940819292781043
0_-10,1,61,875.8380135793021,975.1321510049021,99.29413742559996,100,0.7058625744000437
0_-10,1,62,875.8380135793021,974.8346885310698,98.99667495176766,100,1.003325048232341
0_-10,1,63,875.759607695553,974.8346885310698,99.07508083551681,100,0.9249191644831853
0_-10,1,64,875.759607695553,974.7795084171671,99.01990072161414,100,0.9800992783858646
0_-10,1,65,875.8962404127383,974.9388633075376,99.04262289479936,100,0.957377105200635
0_-10,1,66,875.8951669403459,975.0691552859441,99.17398834559822,100,0.8260116544017819
0_-10,1,67,875.7678615886895,975.2846635310456,99.5168019423561,100,0.48319805764390367
0_-10,1,68,875.8440835183335,975.2846635310456,99.44058001271208,100,0.5594199872879244
0_-10,1,69,875.6668699886194,974.7828424163961,99.11597242777668,100,0.8840275722233173
0_-10,1,70,875.6668699886194,974.8613539563931,99.19448396777375,100,0.8055160322262509
0_-10,1,71,875.8615345750942,974.8613539563931,98.99981938129895,100,1.0001806187010516
0_-10,1,72,875.3921556632988,974.6542289745813,99.2620733112825,100,0.7379266887174936
0_-10,1,73,875.8406856257952,974.6542289745813,98.81354334878608,100,1.1864566512139163
0_-10,1,74,875.7633499541087,974.9114574971425,99.1481075430338,100,0.8518924569661976
0_-10,1,75,875.7633499541087,974.9114574971425,99.1481075430338,100,0.8518924569661976
0_-10,1,76,875.6278959533868,974.9524231821493,99.32452722876258,100,0.6754727712374233
0_-10,1,77,875.6278959533868,975.1056302277043,99.47773427431753,100,0.5222657256824732
0_-10,1,78,875.8172523657952,974.8922822572944,99.07502989149918,100,0.9249701085008155
0_-10,1,79,875.8320706247653,974.8922822572944,99.0602116325291,100,0.9397883674708964
0_-10,1,80,875.6675402006016,975.3646255928218,99.69708539222017,100,0.30291460777982593
0_-10,1,81,875.2900067378,974.8574767872723,99.56747004947226,100,0.43252995052773713
0_-10,1,82,875.2900067378,974.92654793073,99.63654119292994,100,0.3634588070700602
0_-10,1,83,875.6192887289584,974.92654793073,99.30725920177156,100,0.6927407982284421
0_-10,1,84,875.653340258549,974.9255235725977,99.27218331404879,100,0.7278166859512112
0_-10,1,85,875.653340258549,974.8682781584092,99.21493789986027,100,0.7850621001397258
0_-10,1,86,875.7257305869335,974.6334936492553,98.9077630623218,100,1.0922369376781944
0_-10,1,87,875.9531609577853,974.6334936492553,98.68033269147008,100,1.3196673085299153
0_-10,1,88,875.7060922694934,974.9775527307244,99.27146046123096,100,0.7285395387690414
0_-10,1,89,875.7060922694934,974.8980887758554,99.19199650636199,100,0.8080034936380116
0_-10,1,90,875.8014442438903,975.0288936319323,99.22744938804203,100,0.7725506119579677
0_-10,1,91,875.7696086412778,975.0288936319323,99.25928499065446,100,0.7407150093455357
0_-10,1,92,875.808932305994,974.9065024805932,99.09757017459924,100,0.902429825400759
0_-10,1,93,875.7748200326139,975.1680099822667,99.39318994965276,100,0.6068100503472351
0_-10,1,94,875.7748200326139,974.9699376050648,99.19511757245095,100,0.804882427549046
0_-10,1,95,875.6813925698818,974.9699376050648,99.288545035183,100,0.7114549648169941
0_-10,1,96,875.656944757234,974.9369298931758,99.27998513594184,100,0.7200148640581574
0_-10,1,97,875.5545912095115,974.8555133604973,99.3009221509858,100,0.699077849014202
0_-10,1,98,875.5545912095115,974.9722253021778,99.41763409266628,100,0.582365907333724
0_-10,1,99,875.6937985447655,974.9722253021778,99.27842675741226,100,0.7215732425877377
0_-10,1,100,875.6651890700391,974.6805234604069,99.0153343903678,100,0.9846656096322022
0_-10,2,1,879.3563137493197,977.4897419467793,98.13342819745958,100,1.8665718025404203
0_-10,2,2,879.3563137493197,977.4636670975913,98.10735334827154,100,1.8926466517284553
0_-10,2,3,879.3069986598459,977.4636670975913,98.15666843774534,100,1.8433315622546615
0_-10,2,4,879.3069986598459,977.3673769203779,98.06037826053193,100,1.9396217394680662
0_-10,2,5,879.3915495407354,977.398568931711,98.00701939097564,100,1.9929806090243574
0_-10,2,6,879.3315302674853,977.2914030547954,97.95987278731013,100,2.0401272126898675
0_-10,2,7,879.4739399149686,977.2914030547954,97.81746313982683,100,2.1825368601731725
0_-10,2,8,879.3278406990945,977.2914030547954,97.9635623557009,100,2.036437644299099
0_-10,2,9,879.4687446810952,977.1879192458867,97.7191745647915,100,2.2808254352084987
0_-10,2,10,879.4687446810952,977.6255523938385,98.15680771274322,100,1.8431922872567839
0_-10,2,11,879.1437639780543,977.6255523938385,98.4817884157842,100,1.5182115842158055
0_-10,2,12,879.2121286274366,977.2551231935705,98.04299456613387,100,1.9570054338661294
0_-10,2,13,879.2740124969176,977.4035221582114,98.12950966129381,100,1.8704903387061904
0_-10,2,14,879.2301474675825,977.2162746026477,97.9861271350652,100,2.013872864934797
0_-10,2,15,879.2301474675825,977.2162746026477,97.9861271350652,100,2.013872864934797
0_-10,2,16,879.5605477160888,977.1378791601876,97.57733144409883,100,2.4226685559011685
0_-10,2,17,879.2945905894147,977.5244607265422,98.22987013712748,100,1.7701298628725226
