image_name,M1_tx_mm,M1_ty_mm,M1_tz_mm,M2_tx_mm,M2_ty_mm,M2_tz_mm,tx_rel_mm,ty_rel_mm,tz_rel_mm,distance_mm,error_mm,qx_rel,qy_rel,qz_rel,qw_rel,elapsed_time_s
Basler_acA2040-35gm__23324651__20250529_163603290_0027.tiff,-59.8029,36.849,867.904,-172.159,-74.8724,863.228,112.607,-111.567,-0.020897,158.516,2.95296,0.706313,0.00913936,0.00359844,-0.707831,0.069645
Basler_acA2040-35gm__23324651__20250529_163603290_0028.tiff,-37.8355,45.6595,868.8,-148.542,-67.6624,864.259,112.654,-111.476,-0.702218,158.488,2.92426,0.706426,0.0080559,0.00427219,-0.707728,0.06171
Basler_acA2040-35gm__23324651__20250529_163603290_0029.tiff,-8.18137,72.5091,871.01,-94.6062,-60.2605,865.684,112.721,-111.416,-2.41259,158.51,2.94638,-0.706322,-0.00331131,-0.00485206,0.707866,0.0610874
Basler_acA2040-35gm__23324651__20250529_163603290_0030.tiff,-45.871,-66.0244,866.286,9.33471,82.5354,871.78,-111.216,-113.035,1.40518,158.581,3.01723,-0.706103,-0.00187705,0.00648258,-0.708077,0.0731958
Basler_acA2040-35gm__23324651__20250529_163603290_0031.tiff,-75.9296,-61.7913,865.796,32.6806,53.5258,871.284,-111.183,-112.954,1.97604,158.507,2.94304,-0.706369,-0.00213518,0.00362984,-0.707832,0.0605952
Basler_acA2040-35gm__23324651__20250529_163603290_0032.tiff,-77.9148,-63.8528,865.855,38.5782,43.5103,870.775,-111.199,-112.928,1.91064,158.498,2.93459,-0.706443,-0.00296083,0.00427012,-0.707751,0.0603667
Basler_acA2040-35gm__23324651__20250529_163603290_0033.tiff,-68.3972,-65.5947,865.926,70.5911,10.3918,869.697,-111.206,-112.84,2.51939,158.448,2.88494,0.706484,0.00752334,-7.94355e-05,0.707689,0.0650739
Basler_acA2040-35gm__23324651__20250529_163603290_0034.tiff,-56.5795,-61.9159,866.233,93.1921,-10.386,868.964,-111.202,-112.777,3.11921,158.412,2.84835,0.706566,0.00788364,0.00452772,0.707589,0.0640961
Basler_acA2040-35gm__23324651__20250529_163603290_0035.tiff,75.7227,-58.8854,867.135,-79.3407,-91.235,865.04,112.616,-111.411,-0.950673,158.416,2.85229,0.706749,-0.010783,-0.00206786,-0.707379,0.0698066
Basler_acA2040-35gm__23324651__20250529_163603290_0038.tiff,51.7973,24.202,869.922,-104.027,-4.08594,867.429,112.67,-111.317,-1.24592,158.391,2.82716,0.706544,0.00520911,-0.00256187,-0.707646,0.0632887
