image_name,M1_tx_mm,M1_ty_mm,M1_tz_mm,M2_tx_mm,M2_ty_mm,M2_tz_mm,tx_rel_mm,ty_rel_mm,tz_rel_mm,distance_mm,error_mm,qx_rel,qy_rel,qz_rel,qw_rel,elapsed_time_s
Basler_acA2040-35gm__23324651__20250710_164529554_0077.tiff,61.9156,-52.997,786.127,-28.3518,41.6479,789.215,94.9855,-89.9575,0.894605,130.826,-0.0367508,-0.999953,0.00164222,0.00954452,0.000420025,0.0842421
Basler_acA2040-35gm__23324651__20250710_164529554_0078.tiff,61.9149,-52.9971,786.133,-28.3512,41.6475,789.199,94.9835,-89.9574,0.88459,130.824,-0.038264,-0.999953,0.0018525,0.00953514,0.000417214,0.0910303
Basler_acA2040-35gm__23324651__20250710_164529554_0079.tiff,61.9149,-52.9971,786.133,-28.3512,41.6475,789.199,94.9835,-89.9574,0.88459,130.824,-0.038264,-0.999953,0.0018525,0.00953514,0.000417214,0.0907036
Basler_acA2040-35gm__23324651__20250710_164529554_0080.tiff,61.908,-52.9932,786.114,-28.3568,41.6497,789.212,94.9839,-89.9542,0.948583,130.823,-0.0397464,-0.999952,0.00194792,0.00959707,0.000408479,0.0937636
Basler_acA2040-35gm__23324651__20250710_164529554_0081.tiff,61.911,-52.9956,786.104,-28.3534,41.6465,789.199,94.9827,-89.9542,0.938637,130.822,-0.040655,-0.999951,0.00189285,0.00969206,0.000414778,0.103287
Basler_acA2040-35gm__23324651__20250710_164529554_0082.tiff,61.9138,-52.9975,786.104,-28.3504,41.6446,789.201,94.9828,-89.9537,0.966222,130.822,-0.0407809,-0.999949,0.00195929,0.00985979,0.000415989,0.0833535
Basler_acA2040-35gm__23324651__20250710_164529554_0083.tiff,61.9138,-52.9975,786.104,-28.3504,41.6446,789.201,94.9828,-89.9537,0.966222,130.822,-0.0407809,-0.999949,0.00195929,0.00985979,0.000415989,0.0880224
Basler_acA2040-35gm__23324651__20250710_164529554_0084.tiff,61.9261,-52.9991,786.082,-28.3377,41.6396,789.196,94.9811,-89.9521,0.973843,130.819,-0.0430623,-0.999952,0.00211249,0.00960523,0.000411498,0.0936572
Basler_acA2040-35gm__23324651__20250710_164529554_0085.tiff,61.9163,-52.999,786.088,-28.3468,41.6424,789.213,94.9822,-89.9535,0.96003,130.821,-0.0413656,-0.999953,0.00199741,0.0094747,0.000410017,0.0931943
Basler_acA2040-35gm__23324651__20250710_164529554_0086.tiff,61.9197,-52.9964,786.099,-28.3445,41.6457,789.201,94.9816,-89.9555,0.919222,130.822,-0.0406961,-0.999954,0.00200787,0.00942128,0.000416831,0.10302
Basler_acA2040-35gm__23324651__20250710_164529554_0087.tiff,61.9197,-52.9964,786.099,-28.3445,41.6457,789.201,94.9816,-89.9555,0.919222,130.822,-0.0406961,-0.999954,0.00200787,0.00942128,0.000416831,0.102346
Basler_acA2040-35gm__23324651__20250710_164529554_0088.tiff,61.915,-52.9959,786.108,-28.3507,41.6473,789.205,94.9842,-89.9553,0.933991,130.824,-0.0388872,-0.999951,0.00180825,0.00973844,0.000412593,0.120489
Basler_acA2040-35gm__23324651__20250710_164529554_0089.tiff,61.9061,-52.9967,786.115,-28.3582,41.6476,789.204,94.9836,-89.9553,0.939909,130.823,-0.0392262,-0.999951,0.00177389,0.00977502,0.000411449,0.0930317
Basler_acA2040-35gm__23324651__20250710_164529554_0090.tiff,61.9107,-52.9979,786.129,-28.3541,41.6469,789.218,94.9855,-89.9541,0.965912,130.824,-0.038498,-0.999951,0.00192984,0.00972018,0.0003988,0.111722
Basler_acA2040-35gm__23324651__20250710_164529554_0091.tiff,61.9107,-52.9979,786.129,-28.3541,41.6469,789.218,94.9855,-89.9541,0.965912,130.824,-0.038498,-0.999951,0.00192984,0.00972018,0.0003988,0.0947277
Basler_acA2040-35gm__23324651__20250710_164529554_0092.tiff,61.9131,-52.9964,786.121,-28.3514,41.6451,789.188,94.9821,-89.9542,0.875712,130.821,-0.0415708,-0.999953,0.00193562,0.00952216,0.00041187,0.103586
Basler_acA2040-35gm__23324651__20250710_164529554_0093.tiff,61.9154,-52.9991,786.098,-28.3478,41.6426,789.2,94.9832,-89.9522,0.960245,130.821,-0.041565,-0.999951,0.00197374,0.00970062,0.00040818,0.101613
Basler_acA2040-35gm__23324651__20250710_164529554_0094.tiff,61.924,-52.9991,786.109,-28.3413,41.6431,789.213,94.9835,-89.9545,0.959457,130.823,-0.0397525,-0.99995,0.00197689,0.00975922,0.000415588,0.109141
Basler_acA2040-35gm__23324651__20250710_164529554_0095.tiff,61.924,-52.9991,786.109,-28.3413,41.6431,789.213,94.9835,-89.9545,0.959457,130.823,-0.0397525,-0.99995,0.00197689,0.00975922,0.000415588,0.113599
Basler_acA2040-35gm__23324651__20250710_164529554_0096.tiff,61.9268,-52.9961,786.06,-28.335,41.642,789.203,94.98,-89.9511,1.0259,130.818,-0.0441668,-0.99995,0.00218402,0.00971143,0.000416426,0.104646
Basler_acA2040-35gm__23324651__20250710_164529554_0097.tiff,61.9186,-52.9957,786.092,-28.3435,41.6446,789.179,94.9794,-89.9535,0.928641,130.819,-0.0436337,-0.999952,0.00214224,0.00954644,0.000418995,0.102502
Basler_acA2040-35gm__23324651__20250710_164529554_0098.tiff,61.9202,-52.9917,786.104,-28.3457,41.6496,789.2,94.9838,-89.9538,0.938475,130.822,-0.0401351,-0.999951,0.00190272,0.00968534,0.000416684,0.106514
Basler_acA2040-35gm__23324651__20250710_164529554_0099.tiff,61.9202,-52.9917,786.104,-28.3457,41.6496,789.2,94.9838,-89.9538,0.938475,130.822,-0.0401351,-0.999951,0.00190272,0.00968534,0.000416684,0.0923894
