image_name,M1_tx_mm,M1_ty_mm,M1_tz_mm,M2_tx_mm,M2_ty_mm,M2_tz_mm,tx_rel_mm,ty_rel_mm,tz_rel_mm,distance_mm,error_mm,qx_rel_mm,qy_rel_mm,qz_rel_mm,qw_rel_mm,elapsed_time_s
Basler_acA2040-35gm__23324651__20250710_164311266_0000.tiff,65.26621516220062,36.90968060620626,875.9823618632166,-34.0106453392779,-48.262916041054304,880.8783929154391,95.02559341349614,90.01045969787612,1.5783257335656442,130.89781270415216,0.03528950415216059,-0.0018819753665679606,0.00113238645213599,-0.0008495850708505748,0.9999972270335804,0.0600
Basler_acA2040-35gm__23324651__20250710_164311266_0001.tiff,65.27518624585197,36.90706641320588,876.0157474866115,-34.001599920992355,-48.26735654515241,880.8819071461206,95.03503360175833,89.99784824568302,1.7238930355886195,130.8978307984455,0.03530759844551312,-0.0021141360517928525,0.0014582848724729609,-0.000971313017377855,0.999996230185398,0.0639
Basler_acA2040-35gm__23324651__20250710_164311266_0002.tiff,65.28085103632498,36.90273938493769,875.9138513710537,-33.97727916374154,-48.25451421592253,880.5557758049313,95.00861348297585,89.97074190874574,2.0274808351181672,130.864363805065,0.0018406050650128236,0.0029340451507352504,0.0002103521923218565,-0.000998885411372178,0.99999517466783,0.0683
Basler_acA2040-35gm__23324651__20250710_164311266_0003.tiff,65.28877438879427,36.89671904584108,875.9029249581122,-33.97107337934883,-48.262077589320576,880.6216081652848,95.02656380425645,89.94989937899166,2.4024503695754262,130.8694158102397,0.00689261023970289,0.00011486915979244664,-0.0013657383049226358,-0.0009960129618882113,0.9999985647600392,0.0566
Basler_acA2040-35gm__23324651__20250710_164311266_0004.tiff,65.28877438879427,36.89671904584108,875.9029249581122,-33.97107337934883,-48.262077589320576,880.6216081652848,95.02656380425645,89.94989937899166,2.4024503695754262,130.8694158102397,0.00689261023970289,0.00011486915979244664,-0.0013657383049226358,-0.0009960129618882113,0.9999985647600392,0.0584
Basler_acA2040-35gm__23324651__20250710_164311266_0005.tiff,65.29546216453281,36.905905998180266,876.077557368117,-33.983624616855835,-48.267947103551464,880.74510050336,95.04672688832116,89.97452898934046,1.8471936077318896,130.89197180599436,0.029448605994360832,-0.0007570251409353058,0.0006778787111093869,-0.0010474878068166855,0.9999989350807746,0.0563
Basler_acA2040-35gm__23324651__20250710_164311266_0006.tiff,65.29093252086078,36.90191829276161,875.9345786126269,-33.97920685595443,-48.26441805295462,880.7572496505263,95.0281039643385,89.97505103717755,2.296349752093585,130.88591816686687,0.023394966866874256,2.6531564701704293e-05,-0.0010659668838864705,-0.0010407830845468138,0.9999988898900085,0.0581
Basler_acA2040-35gm__23324651__20250710_164311266_0007.tiff,65.27009000822196,36.90195790354473,875.7301671350448,-33.983617783004135,-48.25728298132119,880.738931713614,95.00356702462976,89.97459912483677,2.7159355511218175,130.87582871178404,0.013305511784039936,0.0003129240995235175,-0.0014976040396712062,-0.000939907135556837,0.999998387916313,0.0615
Basler_acA2040-35gm__23324651__20250710_164311266_0008.tiff,65.27105024238166,36.90623057978178,875.8760148228884,-33.99393747208717,-48.26135184355952,880.8388346133808,95.0156312772345,89.99600312478361,2.105634492435393,130.8880608079407,0.025537607940691487,-0.0016387478493679996,0.0008772315281160896,-0.0009266697275213266,0.9999978431244481,0.0580
Basler_acA2040-35gm__23324651__20250710_164311266_0009.tiff,65.27105024238166,36.90623057978178,875.8760148228884,-33.99393747208717,-48.26135184355952,880.8388346133808,95.0156312772345,89.99600312478361,2.105634492435393,130.8880608079407,0.025537607940691487,-0.0016387478493679996,0.0008772315281160896,-0.0009266697275213266,0.9999978431244481,0.0695
