image_name,M1_tx_mm,M1_ty_mm,M1_tz_mm,M2_tx_mm,M2_ty_mm,M2_tz_mm,tx_rel_mm,ty_rel_mm,tz_rel_mm,distance_mm,error_mm,qx_rel,qy_rel,qz_rel,qw_rel,elapsed_time_s
Basler_acA2040-35gm__23324651__20250619_163457187_0075.tiff,-125.534,107.897,997.3,-23.4477,9.73138,1002.07,-100.55,99.6573,-6.2378,141.707,0.285385,-0.999979,-0.00465489,0.00396592,-0.00192732,0.0795779
Basler_acA2040-35gm__23324651__20250619_163457187_0076.tiff,-125.534,107.897,997.3,-23.4477,9.73138,1002.07,-100.55,99.6573,-6.2378,141.707,0.285385,-0.999979,-0.00465489,0.00396592,-0.00192732,0.0709447
Basler_acA2040-35gm__23324651__20250619_163457187_0077.tiff,-125.531,107.893,997.301,-23.4445,9.72806,1002.09,-100.542,99.6718,-6.13604,141.707,0.285657,-0.999977,-0.00490378,0.00431379,-0.00189781,0.0686551
Basler_acA2040-35gm__23324651__20250619_163457187_0078.tiff,-125.542,107.898,997.37,-23.4465,9.72368,1002.12,-100.553,99.6695,-6.26601,141.719,0.297487,-0.999975,-0.00505587,0.00463175,-0.0019414,0.0791846
Basler_acA2040-35gm__23324651__20250619_163457187_0079.tiff,-125.542,107.898,997.37,-23.4465,9.72368,1002.12,-100.553,99.6695,-6.26601,141.719,0.297487,-0.999975,-0.00505587,0.00463175,-0.0019414,0.0736845
Basler_acA2040-35gm__23324651__20250619_163531771_0000.tiff,-125.571,107.9,997.317,-23.4807,9.73038,1002.04,-100.552,99.6581,-6.29267,141.711,0.289998,-0.999976,-0.00491944,0.00440657,-0.0019393,0.0725452
Basler_acA2040-35gm__23324651__20250619_163531771_0001.tiff,-125.566,107.9,997.302,-23.4776,9.73229,1002.09,-100.547,99.6719,-6.13205,141.71,0.289095,-0.999975,-0.00532313,0.00431625,-0.00191156,0.0700794
Basler_acA2040-35gm__23324651__20250619_163531771_0002.tiff,-125.566,107.9,997.302,-23.4776,9.73229,1002.09,-100.547,99.6719,-6.13205,141.71,0.289095,-0.999975,-0.00532313,0.00431625,-0.00191156,0.0784531
Basler_acA2040-35gm__23324651__20250619_163531771_0003.tiff,-125.56,107.902,997.351,-23.4664,9.73264,1002.13,-100.552,99.6673,-6.22506,141.715,0.293492,-0.999979,-0.00455866,0.00425743,-0.00191067,0.0702064
Basler_acA2040-35gm__23324651__20250619_163531771_0004.tiff,-125.56,107.902,997.351,-23.4664,9.73264,1002.13,-100.552,99.6673,-6.22506,141.715,0.293492,-0.999979,-0.00455866,0.00425743,-0.00191067,0.0706042
Basler_acA2040-35gm__23324651__20250619_163531771_0005.tiff,-125.541,107.889,997.322,-23.4515,9.7241,1002.13,-100.551,99.6606,-6.24132,141.71,0.288424,-0.99998,-0.00394217,0.00446773,-0.00194303,0.0727755
Basler_acA2040-35gm__23324651__20250619_163531771_0006.tiff,-125.56,107.902,997.36,-23.467,9.72834,1002.08,-100.551,99.6681,-6.25601,141.716,0.294401,-0.999977,-0.00519292,0.00385311,-0.00190898,0.0696698
Basler_acA2040-35gm__23324651__20250619_163531771_0007.tiff,-125.56,107.902,997.36,-23.467,9.72834,1002.08,-100.551,99.6681,-6.25601,141.716,0.294401,-0.999977,-0.00519292,0.00385311,-0.00190898,0.069295
